row_id,waktu,tweet_id,username,tweet,web,kota,provinsi
1325,3/28/2021 0:48,1.37E+18,Humas Polsek PeRabungan,RT @otakPahlawan:  PEMERINTAH memperpanjang kebijakan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) berskla mikro 9- 22 Maret.  PpkM mikro tahap II diyakini akan semakin menurunkan penyebaran kasus covid- 19. ,https: / / t. co/ hIPoelNE9j,,
1326,3/28/2021 0:21,1.37E+18,Dawala,babinsa Koramil 03/  kaligesing babinsa Desa Tlogoguwo Serka Demyati menghadiri Sosialisasi pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) berskla Mikro  bertempat di aula balai Desa Tlogoguwo Kecamatan kaligesing Kabupaten Purworejo. . ,https: / / t. co/ U2aNsh44,Purwerejo,
1327,3/28/2021 0:08,1.37E+18,Koramil 03/ Klg,Polsek bringin melaksanakan Patroli  Dialogis  ke Toserba  Mulia Murah dan Rumah warga guna Sosialisasi  Instruksi  Mendagri  Tentang perpanjangan pemberlakuan pembatasan kegiatan Masyarakat berbasis Mikro.  ,https: / / t. co/ vtI1RNHKDn,,
1328,3/27/2021 23:22,1.37E+18,polsek bringin,"Bhabinkamtibmas Hadiri Sosialisasi PpkM Berbasis Mikro Desa Banjardowo. Bhabinkamtibmas Polsek Lengkong Bripka Agus Pamungkas menghadiri Sosialisasi PpkM (Pemberlakuan Pembatasan Kegiatan Masyarakat) berbasis mikro,  di Kantor Desa Banjardowo,  Lengkong,  Nganjuk. ",https: / / t. co/ KsEXF72zQr,,
1329,4/5/2021 7:31,1.37E+18,EWungkuk,Giat SpkT (Sentra Pelayanan Kepolisan Terpadu) tehadap pengunjung yang memasuki Mako Polsek LemahWungkuk dalam rangka PpkM ( pemberlakuan pembatasan KEGIATAN Masyarakat) ,https: / / t. co/ Fe586NW46,,
1330,3/29/2021 22:34,x1376664118959165447,EWungkuk,Pendisiplinan Protokol Kesehatan Cegah penyebaran Covid- 19 di Wilayah Hukum Polsek Lemahwungkuk Polres cirebon Kota dalam rangka pemberlakuan pembatasan Kegiatan Masyarakat Skala Mikro.  ,https: / / t. co/ 97Ax6AyYYD,,
1331,3/30/2021 7:34,x1376800014232514561,EWungkuk,Giat SpkT (Sentra Pelayanan Kepolisan Terpadu) tehadap pengunjung yang memasuki Mako Polsek LemahWungkuk dalam rangka PpkM (pemberlakuan pembatasan KEGIATAN Masyarakat) ,https: / / t. co/ Etyx6rGmql,,
1332,3/29/2021 2:57,x1376367774897946625,EWungkuk,Giat Pengawasan dan pengendalian tehadap Personel yang akan memasuki Mako Polsek LemahWungkuk dalam rangka PpkM (pemberlakuan pembatasan KEGIATAN Masyarakat), https: / / t. co/ tusjmdCP0u,,
1333,3/30/2021 23:24,x1377039158930247682,EWungkuk,Giat Patroli KRYD Malam Antisipasi Gukamtimas dan C3 di Wilayah Hukum Polsek Lemahwungkuk Polres cirebon Kota Dalam Rangka pemberlakuan pembatasan Kegiatan Masyarakat Skala Mikro.  ,https: / / t. co/ o04ZtFd2w9,,
1334,3/31/2021 22:46,x1377391821639196674,EWungkuk,Pendisiplinan Protokol Kesehatan Cegah penyebaran Covid- 19 di Wilayah Hukum Polsek Lemahwungkuk Polres cirebon Kota dalam rangka pemberlakuan pembatasan Kegiatan Masyarakat Skala Mikro.  ,https: / / t. co/ pDtzPcdhg,,
1335,3/31/2021 2:27,x1377085129131196425,EWungkuk,Giat Pengawasan dan pengendalian tehadap personel yang akan memasuki Mako Polsek LemahWungkuk dalam rangka PpkM (pemberlakuan pembatasan KEGIATAN Masyarakat) ,https: / / t. co/ hQtlZr5HMT,,
1336,3/30/2021 23:26,x1377039621918490624,EWungkuk,Pendisiplinan Protokol Kesehatan Cegah penyebaran Covid- 19 di Wilayah Hukum Polsek Lemahwungkuk Polres cirebon Kota dalam rangka pemberlakuan pembatasan Kegiatan Masyarakat Skala Mikro.  ,https: / / t. co/ 6xyQ0CimI2,,
1337,3/29/2021 4:47,x1376395447833657347,EWungkuk,Pendisiplinan Protokol Kesehatan Cegah penyebaran Covid- 19 di Wilayah Hukum Polsek Lemahwungkuk Polres cirebon Kota dalam rangka pemberlakuan pembatasan Kegiatan Masyarakat Skala Mikro.  ,https: / / t. co/ 740I4EEps,,
1338,4/1/2021 11:12,x1377579572514852872,restulungagung,"Pendisiplinan Dalam Rangka penerapan PpkM Mikro,  Polsek Gondang bersama Tim Gugus Tugas Covid- 19 melaksanakan pemberlakuan pembatasan Kegiatan Masyarakat Guna Menekan penyebaran Covid- 19 di Kabupaten Tulungagung.",https: / / t. co/ NyRLVRwo38,Tulung Agung,
1353,3/31/2021 7:30,x1377161258579845122,RadioSmartFM,"Juru icara Satuan Tugas Penanganan Covid- 19 Wiku Adisasmito mengklaim,  pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala mikro berhasil mencegah lonjakan kasus Covid- 19 akiat masa lIbur panjang. ",https: / / t. co/ jGW4vUXW56,Tulung Agung,
1354,4/5/2021 6:00,x1378950529917784066,RadioSmartFM,"gubernur DKI Jakarta Anies aswedan menyebutkan,  pemberlakuan pembatasan kegiatan Masyarakat (PpkM) di DKI Jakarta akan diperpanjang.  Dia menyebutkan,  pemerintah pusat sudah memberikan informasi terkait perpanjangan PpkM terseut. ",,DKI Jakarta,
1355,4/5/2021 5:33,x1378943760164212740,purirohermawan,Pemerintah memperpanjang masa pemberlakuan pembatasan kegiatan Masyarakat skala mikro dari 23 Maret hingga 5 April 2021.  ,https: / / t. co/ 5LtqUzpsPE,,
1356,4/5/2021 5:28,x1378942555623096323,minosyahmadi,Pemerintah memperpanjang masa pemberlakuan pembatasan kegiatan Masyarakat skala mikro dari 23 Maret hingga 5 April 2021.  ,https: / / t. co/ ans2nMwuv,,
1357,4/1/2021 14:39,x1377631746972262404,minosyahmadi,Jalanan di DKI Jakarta kembali macet semasa erlangsungnya PPMKM atau pemberlakuan pembatasan Kegiatan Masyarakat (PPMKM).  ,https: / / t. co/ 5LtqUzpsPE,DKI Jakarta,
1360,4/5/2021 5:01,x1378935690205917184,voidotid,gubernur DKI Jakarta Anies aswedan menyeut pemberlakuan pembatasan kegiatan Masyarakat (PpkM) berskla mikro akan diperpanjang.  PpkM akan erakhir pada hari ini.  ,https: / / t. co/ EKWjXK5NZC,DKI Jakarta,
1361,4/5/2021 4:58,x1378934977983737858,Dikyasangawi,"Dalam Rangka pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala mikro,  Satlantas polres Ngawi melaksanakan giat Sosialisasi dan pembagian Masker dan sarana kontak tentang pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) ",https: / / t. co/ uKS5rmHXO,,
1366,4/1/2021 4:46,x1377482508334288899,Dikyasangawi,"Dalam Rangka pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) ,  Satlantas polres Ngawi melaksanakan giat Sosialisasi dan pembagian Masker tentang pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) ",https: / / t. co/ ohNtI7NOtt,,
1382,4/5/2021 4:11,x1378923148809269252,VIVAcoid,"Pemerintah memutuskan akan kembali memperpanjang pemberlakuan pembatasan Kegiatan Masyarakat atau PpkM dua minggu ke depan!",,,
1383,4/5/2021 4:04,x1378921342955745280,mulmed_respml,"Polres Pemalang bersama Kodim 0711/ Pemalang serta Satpol PP menggelar patroli Gabungan guna mendukung terlaksanakanananya pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro di Kabupaten Pemalang. ",,pemalang,
1384,3/30/2021 0:31,x1376693444899266561,Kontor12345,Operasi YUSTISI POLSEK JATIKALEN pemberlakuan pembatasan KEGIATAN Masyarakat (PpkM) MIKRO KEPADA WARGA ,https: / / t. co/ orSQzW5hZs,,
1387,4/5/2021 2:49,x1378902646346555395,hmysindangjaya,Kegiatan Giat Ops Yustisi Stasioner pemberlakuan pembatasan Kegiatan Masyarakat (PpkM)   Gakplin Prokes Cegah Covid -  19 oleh Anggota Polsek pkuhaji dan Koramil 10 Sepatan lokasi di depan Mapolsek pkuhaji.  ,,,
1394,3/31/2021 2:29,x1377085503317549056,bantaengKodim,"babinsa Koramil 1410- 02/ Eremberasa Kodim 1410/ bantaeng Serma Hbaruddin melaksanakan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro covid- 19,  Edukasi terhadap warga binaan di Kel.  Tappanjeng,  Kec.  bantaeng,  Kabupaten bantaeng secara Persuasif serta Humanis.  Rabu,  31/ 03/ 21.  ",https: / / t. co/ IXEFfMgMN,bantaeng,
1395,3/29/2021 2:31,x1376361356706783235,bantaengKodim,"babinsa Koramil 1410- 02/ Eremberasa Kodim 1410/ bantaeng,  Serma Muh.  Anwar melaksanakan pemantauan pemberlakuan pembatasan Kegiatan Masyarakat berbasis Mikro di wilayah binaannya,  bertempat di Kel.  Pallantikang,  Kec.  bantaeng,     bantaeng Senin (29/ 03/ 2021).  ",https: / / t. co/ m10xxxhoL,bantaeng,
1399,4/5/2021 1:46,x1378886823087247361,udakAn71965087,Pemerintah memperpanjang masa pemberlakuan pembatasan kegiatan Masyarakat skala mikro dari 23 Maret hingga 5 April 2021.  #KoranTempo #korantempodigital https: / / t. co/ UMN6XdKjo,,,
1400,4/5/2021 1:19,x1378879964682932226,ankmandiri,"wilayah non zona merah menjadi pukul 08. 00 -  15. 00 waktu setempat.   serta dalam rangka Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) untuk mengendalikan pandemi COVID- 19 mulai 11 Januari 2021,  (2)",,,
1401,4/5/2021 0:48,x1378872109028442115,0709Kodim,"Babinsa Pos Koramil Padureso Serka Lukman Panto melaksanakan monitoring dan memantau jalannya Posko PpkM (Pemberlakuan Pembatasan Kegiatan Masyarakat) berbasis Mikro dalam rangka penanganan dan pencegahan Covid- 19 di Desa Sidototo,  Kecamatan Padureso,  Kabupaten Kebumen.  ",https: / / t. co/ 7R0M3vrx2v,,
1402,4/5/2021 0:26,x1378866531325550592,PolsekpklKota,"Disiplin Cegah Covid dengan tetap terapkan 5M.  Memakai masker,  Mencuci tangan,  Menjaga Jarak,  Menghindari Kerumunan dan Mengurangi Mobilitas.  Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) Mikro ",https: / / t. co/ OfnYs3YyoW,,
1406,4/5/2021 0:17,x1378864334739099650,polres_pemalang,"Polres Pemalang bersama Kodim 0711/ Pemalang serta Satpol PP menggelar patroli gabungan guna mendukung terlaksanakanananya Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) Mikro di Kabupaten Pemalang. ",https: / / t. co/ mT0q9q8xRj,,
1407,3/29/2021 3:07,x1376370382408589313,kodimbone,"Kegiatan Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) skala mikro atau PpkM mikro terus digelar secara rutin oleh Bintara Pembina Desa Koramil 15/ Mare,  Kodim 1407/ Bone Sertu H. M Rapik HD bersama sama instansi terkait hingga ke tingkatan Ds,  RT RW hingga dari rumah ke rumah.  ",https: / / t. co/ r1hn6mhxxg,,
1408,4/4/2021 6:46,x1378599759229775872,kodimbone,"bersama mencegah covid- 19,  Pemerintah Desa bersama Babinsa Desa Sangengpbalie Kopda Pridar melaksanakananaan penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) skala Mikro di wilayah Desa Sangengpbalie Kec.  Lamuru Kabupaten Bone ",https: / / t. co/ 5Mif0SBosa,,
1409,3/29/2021 10:48,x1376486464368807939,kodimbone,"Kegiatan Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) skala mikro atau PpkM mikro terus digelar secara rutin oleh Babinsa Koramil 02/ Dua boccoe,  Kodim 1407/ Bone Sertu Rusli bersama sama instansi terkait hingga ke tingkatan Desa.  ",https: / / t. co/ sXsBwGsA3O,,
1410,4/1/2021 1:04,x1377426645380788225,kodimbone,"Babinsa Desa Telle anggota Koramil 01/ Ajangale Kodim 1407/ Bone  Sertu Anwar dan Koptu Ahmad,  terus perketat pelaksanaan penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) skala Mikro di wilayah Desa Pacciro Kec. Ajangale Kab. Bone ",https: / / t. co/ 9EJDPnQcQr,,
1411,3/29/2021 3:01,x1376368768675237894,kodimbone,"Babinsa Koramil 09/ Lappariaja  Koptu Arifuddin melaksanakan pengecekan pendirian Posko Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) Mikro di wilayah binaannya Desa Bulu Allaporengge,  Kecamatan Bengo,  Kabupaten Bone.  ",https: / / t. co/ 4DBo6zsfCb,,
1412,3/28/2021 9:23,x1376102752992911361,kodimbone,"Babinsa Koramil 14/ Libureng Kodim 1407/ Bone  Sertu Usman bersama Bhabinkamtibmas , Bidan Desa dan Pemerintah Desa Mallinrung Kecamatan Libureng Kab.  Bone,  terus gencar melaksanakan penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) skala Mikro di wilayah Desa Mallinrung.  ",https: / / t. co/ FiW1KGOjtF,,
1413,4/2/2021 5:43,x1377859176328622083,kodimbone,"Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) skala Mikro ini bertujuan utk mengontrol segala aktivitas Masyarakat,  agar tidak kendor dalam menerapkan prokes,  utk memutus mata rantai penyebaran covid 19,  yg bertujuan utk mengurangi resiko penularan virus yg semakin meluas.  ",https: / / t. co/ hirOgg5Vnp,,
1414,4/4/2021 23:44,x1378855968016982016,kodimbone,Danramil 1407- 15/ Mare Lettu Arh Darwis mengunjungi salah satu Posko Pemberlakuan Pembatasan Kegiatan Masyarakat ( PpkM) berbasis Mikro di Desa Pattiro Kecamatan Mare Kabupaten Bone.  ,https: / / t. co/ PWQ3eV0yzZ,,
1415,4/4/2021 23:56,x1378858963123363843,kodimbone,"Babinsa 09/ Lapri,  Sertu Sumitro juga mengucapkan terimakasih atas segala kerjasama pihak Pemerintah Desa dalam koordinasi pendirian Posko Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) skala Mikro bersama Babinsa maupun Bhabinkamtibmas sesuai anjuran Pemerintah Pusat. tutup ",https: / / t. co/ zU3eEPdqfD,,
1416,4/4/2021 23:53,x1378858250045558785,kodimbone,"Babinsa Koramil 09/ Lappariaja  Sertu Sumitro melaksanakan pengecekan pendirian Posko Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) Mikro di wilayah binaannya Desa Liliriawang,  Kecamatan Bengo Kabupaten Bone.  ",https: / / t. co/ ZCLZMtKwDK,,
1417,4/4/2021 11:47,x1378675666338467846,AlbertSolo2,pkistan melarang keras adanya kegiatan berbuka puasa bersama di luar rumah dan mewajibkan warganya untuk melakukan ibadah shalat tarawih di rumah saja selama pemberlakuan pembatasan kegiatan Masyarakat di negara serumpun India tersebut. pkistan juga masih tinggi kasus Covid- 19,,,
1418,4/4/2021 10:47,x1378660527686094849,AlbertSolo2,"Malaysia juga menutup semua masjid selama masa pemberlakuan daruratt Corona nasional yang berujung pada pembatasan kegiatan Masyarakat di negara uncle Mahathir Mohamad tersebut,  pemerintah wajibkan ibadah shalat tarawih cukup di rumah saja bersama keluarga selama PpkM",,,
1419,4/4/2021 10:46,x1378660188186583042,AlbertSolo2,"Malaysia larang warganya untuk mengadakan acara berbuka puasa bersama di tempat keramaian seperti restoran,  kantor dan hotel selama Ramadhan nanti yang kebetulan juga bertepatan dengan pemberlakuan pembatasan kegiatan Masyarakat hingga Agustus mendatang",,,
1420,4/4/2021 18:21,x1378774855315726341,AlbertSolo2,Pemerintah akan memperpanjang Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) mikro.  ,https: / / t. co/ L4HPiC6xbN,,
1421,4/4/2021 10:47,x1378660575417311244,AlbertSolo2,"Malaysia juga menutup semua masjid selama masa pemberlakuan daruratt Corona nasional yang berujung pada pembatasan kegiatan Masyarakat di negara uncle Mahathir Mohamad tersebut,  pemerintah wajibkan ibadah shalat tarawih cukup di rumah saja bersama keluarga selama PpkM",,,
1422,4/4/2021 11:47,x1378675693911859203,AlbertSolo2,pkistan melarang keras adanya kegiatan berbuka puasa bersama di luar rumah dan mewajibkan warganya untuk melakukan ibadah shalat tarawih di rumah saja selama pemberlakuan pembatasan kegiatan Masyarakat di negara serumpun India tersebut. pkistan juga masih tinggi kasus Covid- 19,,,
1423,4/4/2021 10:47,x1378660556224167941,AlbertSolo2,"Malaysia larang warganya untuk mengadakan acara berbuka puasa bersama di tempat keramaian seperti restoran,  kantor dan hotel selama Ramadhan nanti yang kebetulan juga bertepatan dengan pemberlakuan pembatasan kegiatan Masyarakat hingga Agustus mendatang",,,
1424,3/30/2021 13:46,x1376893687897026561,koramilcolomad1,COLOMADU-  Selasa tanggal 30 Maret 2021 Serda Daris TH dan Serda Yuli P bersama Polsek dan Satpol PP Colomadu melaksanakan patroli penegakkan pendisiplinan Prokes pada Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM)Mikro guna mencegah penyebaran COVID- 19, https: / / t. co/ TgEScgFyWV,,
1425,4/4/2021 15:30,x1378731818673795074,koramilcolomad1,"Colomadu-  Minggu, 4/ 4/ 2021 Sertu Sugiyono dan Koptu Setyo Nur Koramil 16/ Colomadu bersama Polsek dan Satpol PP Colomadu melaksanakan Patroli Gakplin Prokes pada masa Pemberlakuan Pembatasan Kegiatan Masyarakat ( PpkM) Skala Mikro sasaran warga Sepanjang Jalan Adi Sucipto Colomadu ",https: / / t. co/ A5DPwEgPzS,,
1426,3/30/2021 13:46,x1376893563670159364,koramilcolomad1,COLOMADU-  Selasa tanggal 30 Maret 2021 Serda Daris TH dan Serda Yuli P bersama Polsek dan Satpol PP Colomadu melaksanakan patroli penegakkan pendisiplinan Prokes pada Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM)Mikro guna mencegah penyebaran COVID- 19, https: / / t. co/ 1po8gyfa3a,,
1427,3/31/2021 15:58,x1377289212920090626,koramilcolomad1,COLOMADU- Rabu tanggal 31 Maret 2021 Sertu Sugiyono dan Koptu Suwarno Koramil 16/ Colomadu bersama Satpol PP Colomadu melaksanakan Patroli Penegakan Pendisplinan Protokol Kesehatan Covid- 19 pada masa Pemberlakuan Pembatasan Kegiatan Masyarakat ( PpkM) Skala Mikro di Kec. Colomadu ,https: / / t. co/ Rh14BSn8Ei,,
1430,3/31/2021 15:57,x1377289021269835778,koramilcolomad1,COLOMADU- Rabu tanggal 31 Maret 2021 Sertu Sugiyono dan Koptu Suwarno Koramil 16/ Colomadu bersama Satpol PP Colomadu melaksanakan Patroli Penegakan Pendisplinan Protokol Kesehatan Covid- 19 pada masa Pemberlakuan Pembatasan Kegiatan Masyarakat ( PpkM) Skala Mikro di Kec. Colomadu ,https: / / t. co/ fCKJSGHyIbu,,
1431,3/29/2021 16:14,x1376568573078892550,koramilcolomad1,"COLOMADU- Senin,  29 Maret 2021 Serka Y. Wiwit dan Koptu Setyo Nur Koramil 16/ Colomadu bersama Satpol PP Colomadu melaksanakan Patroli Penegakan Pendisplinan Protokol Kesehatan pada masa Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) mikro di jalan Adisumarmo Kecamatan Colomadu.  ",https: / / t. co/ BPjwtwDxXT,,
1432,3/30/2021 13:46,x1376893613594996754,koramilcolomad1,COLOMADU-  Selasa tanggal 30 Maret 2021 Serda Daris TH dan Serda Yuli P bersama Polsek dan Satpol PP Colomadu melaksanakan patroli penegakkan pendisiplinan Prokes pada Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM)Mikro guna mencegah penyebaran COVID- 19 ,https: / / t. co/ iJ0mmSzgG3,,
1433,3/31/2021 15:59,x1377289363537596417,koramilcolomad1,COLOMADU- Rabu tanggal 31 Maret 2021 Sertu Sugiyono dan Koptu Suwarno Koramil 16/ Colomadu bersama Satpol PP Colomadu melaksanakan Patroli Penegakan Pendisplinan Protokol Kesehatan Covid- 19 pada masa Pemberlakuan Pembatasan Kegiatan Masyarakat ( PpkM) Skala Mikro di Kec. Colomadu ,https: / / t. co/ TZY3hil5GT,,
1434,4/4/2021 15:31,x1378731880258826247,koramilcolomad1,"Colomadu-  Minggu, 4/ 4/ 2021 Sertu Sugiyono dan Koptu Setyo Nur Koramil 16/ Colomadu bersama Polsek dan Satpol PP Colomadu melaksanakan Patroli Gakplin Prokes pada masa Pemberlakuan Pembatasan Kegiatan Masyarakat ( PpkM) Skala Mikro sasaran warga Sepanjang Jalan Adi Sucipto Colomadu ",https: / / t. co/ 2iVl9FOJrH,,
1435,3/29/2021 16:15,x1376568743552188417,koramilcolomad1,"COLOMADU- Senin,  29 Maret 2021 Serka Y. Wiwit dan Koptu Setyo Nur Koramil 16/ Colomadu bersama Satpol PP Colomadu melaksanakan Patroli Penegakan Pendisplinan Protokol Kesehatan pada masa Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) mikro di jalan Adisumarmo Kecamatan Colomadu.  ",https: / / t. co/ ecqfqUOUXG,,
1439,3/31/2021 15:57,x1377289075002990592,koramilcolomad1,COLOMADU- Rabu tanggal 31 Maret 2021 Sertu Sugiyono dan Koptu Suwarno Koramil 16/ Colomadu bersama Satpol PP Colomadu melaksanakan Patroli Penegakan Pendisplinan Protokol Kesehatan Covid- 19 pada masa Pemberlakuan Pembatasan Kegiatan Masyarakat ( PpkM) Skala Mikro di Kec. Colomadu ,https: / / t. co/ 995EoYJSyF,,
1440,3/29/2021 16:16,x1376568979309797378,koramilcolomad1,"COLOMADU- Senin,  29 Maret 2021 Serka Y. Wiwit dan Koptu Setyo Nur Koramil 16/ Colomadu bersama Satpol PP Colomadu melaksanakan Patroli Penegakan Pendisplinan Protokol Kesehatan pada masa Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) mikro di jalan Adisumarmo Kecamatan Colomadu.  ",https: / / t. co/ rBWt6WyObo,,
1441,4/4/2021 14:32,x1378717002617872384,Lusiani48292192,"Rapat Koordinasi lintas Kementerian dan Lembaga tentang tindak lanjut penanganan Covid- 19.  Menyusul adanya Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) di Jawa dan bali,  relawan Desa Lawan Covid- 19 harus diaktifkan kembali untuk menekan lajur penularan Covid 19.  ",https: / / t. co/ 08xyv1RKbT,,
1442,4/4/2021 14:09,x1378711444842192903,batawist,"memang sekarang udah bukan psb bung namanya,  tapi di ganti sama junjungan ente namanya ppkm (pemberlakuan pembatasan kegiatan Masyarakat) yang intinya sama aja.  dia yang buat,  dia yang larang ",,,
1443,4/4/2021 12:03,x1378679502398660609,MohArifWidarto,"Kapan hari presiden bilang untuk benci produk asing.  Mendag tetap (mau) impor. 

Sejak kapan hari sampai sekarang,  Mendagri instruksikan PpkM.  Eh Presiden dan Menhan menghadiri perkawinan. 

Ruwet. 
Ruwet
Ruwet. 

Konon PpkM itu adalah Pemberlakuan Pembatasan Kegiatan Masyarakat. ",,,
1444,4/4/2021 12:02,x1378679316825841674,LaingenLisa,pkistan melarang keras adanya kegiatan berbuka puasa bersama di luar rumah dan mewajibkan warganya untuk melakukan ibadah shalat tarawih di rumah saja selama pemberlakuan pembatasan kegiatan Masyarakat di negara serumpun India tersebut. pkistan juga masih tinggi kasus Covid- 19,,,
1452,3/30/2021 23:05,x1377034298973331458,DPRDSumedang19,Saat ini Sumedang sedang melaksanakan Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) maka dari itu mari kita patuhi petunjuk dari Pemerintah dan perketat pelaksanaan protokol kesehatan untuk melindungi diri kita dan orang lain dari penyebaran Covid- 19. , https: / / t. co/ coS6resWBJ,,
1453,4/4/2021 9:01,x1378633710623412224,utamanewscom,"Kegiatan Ops #Yustisi Pemberlakuan Pembatasan Kegiatan Masyarakat Berbasis Mikro (PpkM) ini dilaksanakananakan oleh Personil Polres Pematang Siantar. 

https: / / t. co/ fmc5GqnGKx",,,
1454,4/4/2021 5:41,x1378583597892861953,Koramil01sukoh2,"Guna memutus mata rantai penyebaran Covid - 19 semakin meluas maka Anggota Koramil 01/ Skh Polsek Skh, Satpol PP  melakukan himbauan Pemberlakuan pembatasan kegiatan Masyarakat kpd para pedagang maupun warga saat beraktifitas kegiatan di alun alun satya negara kel Jetis kec ka skh ",https: / / t. co/ 3lvnyteb04,,
1455,4/4/2021 4:24,x1378564136250970116,ABerdiskusi,"Sebanyak 15 provinsi yang melaksanakan Pemberlakuan Pembatasan Kegiatan Masyarakat tingkat desa dan kelurahan (PpkM Mikro) telah melaporkan pembentukan Pos Komando (Posko).  @satgascovid19id 
 https: / / t. co/ xO81Ahr3em",,,
1456,3/29/2021 9:17,x1376463586185289730,kodim0504,"Personil Koramil 07/ Cilandak dan Psk BKO melaksanakan giat *Pemberlakuan Pembatasan Kegiatan Masyarakat* (PpkM) dengan menggelar Operasi Yustisi Protokol 
Covid- 19 bersama Tiga Pilar tingkat Kecamatan Cilandak bertempat di  Jln.  Merawan Kel. Lebak Bulus Kec. Cilandak Jaksel https: / / t. co/ N1Wbi7oClc",,,
1457,3/30/2021 9:03,x1376822405520183296,kodim0504,Operasi Yustisi 3 Pilar Kecamatan Setiabudi dalam rangka Kamtibmas serta penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) menuju tatanan baru di wilayah Koramil 06/ Setiabudi. , https: / / t. co/ SIjsjwXxzZ,,
1458,4/1/2021 8:53,x1377544746558611459,kodim0504,"Kopda Yujadmiko T.  Anggota Koramil 07/ Cilandak bersama melaksanakan giat *Pemberlakuan Pembatasan Kegiatan Masyarakat* (PpkM) dengan menggelar Operasi Yustisi Protokol 
Covid- 19 bersama Tiga Pilar tingkat Kecamatan Cilandak di Jln.  bandara Kel.  Pondok Labu,  Kec.  Cilandak,  https: / / t. co/ 4UydKeRpym",,,
1459,4/3/2021 9:01,x1378271322002747392,kodim0504,"Sabtu 3 April 2021 Koramil 07/ Cilandak bersama Tiga Pilar kembali menggelar Operasi Yustisi penertiban masker dimasa Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) skala Mikro berlokasi di Jln.   bandara,  Kel.  Pondok Labu,  Kec.  Cilandak,  Jakarta Selatan.  ",https: / / t. co/ eUuKlXvDTx,Jakarta Selatan,
1460,4/2/2021 5:57,x1377862834457997315,kodim0504,Serka Daryanto Babinsa Kel Petogogan Ke baru bersama 3pilar melaksanakan giat *PpkM ( Pemberlakuan Pembatasan Kegiatan Masyarakat )* dalam rangka Mencegah Penyebaran Virus Covid -  19 di Wilayah Ke baru bersama unsur Tiga Pilar bertempat di Jln Cipku 1 Kel Petogogan Ke baru ,https: / / t. co/ e7rMTxRbzU,,
1461,4/2/2021 5:52,x1377861597025079296,kodim0504,"Pelda Agus s. p Anggota Koramil 07/ Cilandak melaksanakan giat *Pemberlakuan Pembatasan Kegiatan Masyarakat* (PpkM) dengan menggelar Operasi Yustisi Protokol 
Covid- 19 bersama Tiga Pilar tingkat Kecamatan Cilandak di Jln.  bandara Kel.  Pondok Labu,  Kec.  Cilandak,  Jakarta Selatan.  https: / / t. co/ pNyTxSEggA",,,
1462,4/4/2021 4:06,x1378559559078309890,kodim0504,"Sertu Heri P Anggota Koramil 07/ Cilandak   Pasukan BKO melaksanakan giat *Pemberlakuan Pembatasan Kegiatan Masyarakat* (PpkM) dengan menggelar Operasi Yustisi Protokol Covid- 19 bersama Tiga Pilar tingkat Kecamatan berlokasi di Jl.   bandara/ Margasatwa Kel.  Pondok Labu,  Kec.  Cilandak ",https: / / t. co/ aQuxjBDo7u,,
1463,4/1/2021 9:01,x1377546776706609154,kodim0504,Babinsa Koramil Setiabudi bersama pasukan Yon Arhanud 10/ ABC  3 awasi penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PpkM) menuju tatanan baru di wilayah Koramil 06/ Setiabudi.  ,https: / / t. co/ dYyWsDkdQO,,
