row_id,waktu,tweet_id,username,tweet,web,kota,provinsi
680,3/22/2021 9:00,1.37E+18,Koran Tempo,Pemerintah memperpanjang kebijakan pemberlakuan pembatasan kegiatan Masyarakat (PpkM) mikro di 15 provinsi. ,https: / / t. co/ cC9ToCeIae,,
681,3/22/2021 8:50,1.37E+18,Polres Pesisir Selatan,Polsek IV Jurai Razia Tegakkan Pendisiplinan Masyarakat di Era PpkM ( pemberlakuan pembatasan Kegiatan Masyarakat ) Mikro. ,https: / / t. co/ PRorAKwuC6,,
682,3/22/2021 8:06,1.37E+18,POLSEK Rambutan,Giat Bhabinkamtibmas menemui pk Afrizal   yg akan mengadakan pesta untuk pencegahan penularan Covid- 19 untuk mengikuti PpkM (pemberlakuan pembatasan kegiatan Masyarakat) dengan mematuhi protokol kesehatan,https: / / t. co/ U2hqH9H3ZE,Rambutan,
683,3/22/2021 7:38,1.37E+18,PD DKI Jakarta,Senin (22/ 03) PD DKI Jakarta melakukan  pendistribusian  bantuan logistik untuk mendukung pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro untuk memutus mata rantai penularan Covid- 19. ,https: / / t. co/ ZqRjODWj5k,DKI Jakarta,
684,3/22/2021 7:17,1.37E+18,Polres Tulungagung,"Pendisiplinan Dalam Rangka penerapan PpkM Mikro,  Polsek Kalangret dan Tim Gugus Tugas Covid- 19 melaksanakan pemberlakuan pembatasan Kegiatan Masyarakat Guna Menekan penyebaran Covid- 19 di    Tulungagung",https: / / t. co/ zSWvipL43T,Tulung Agung,
685,3/22/2021 7:11,1.37E+18,Stella Ayudhi,Presiden Joko Widodo memberitahukan bahwa upaya penanganan Covid- 19 dengan cara penerapan kebijakan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) belum sepenuhnya memenuhi target bersama. ,https: / / t. co/ JSvdS5hy3p,,
686,3/22/2021 6:42,1.37E+18,Polsek Jebres Surakarta,Tegakkan Disiplin 5 M Polsek Jebres Gelar Ops Yustisi.   Dalam rangka menegakkan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) berbasiskan Mikro Polsek Jebres Menggelar Ops Yustisi  Minggu  tanggal 21 Maret 2021 pukul 20. 40 s. d 22. 20. ,https: / / t. co/ jLJk51voGm,,
687,3/22/2021 5:50,1.37E+18,VOI. id,gubernur Jawa Timur Khofifah Indar Parawansa kembali memperpanjang pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro. ,https: / / t. co/ DE2PffFP5R,,
688,3/22/2021 5:40,1.37E+18,Polres P. sidimpuan,MARI KITA TERApkAN 5M Agar COVID19 cepat berlalu.   AYO KITA DUKUNG KOTA  MENERApkAN pemberlakuan pembatasan KEGIATAN Masyarakat (PpkM) MIKRO,https: / / t. co/ TleJY6sE7d,,
689,3/22/2021 5:13,1.37E+18,kurnia amelia,"Yang dilakukan pemerintah,  di aspek kesehatan ( melakukan pembatasan kegiatan Masyarakat skala mikro )karenajika aspek kesehatan covid meningkat tdk mungkin merecovery ekonomi",https: / / t. co/ Z364nGpj5O,,
690,3/22/2021 5:04,1.37E+18,Kodim_Takalar,"Polut _  babinsa Kel.  Palleko Koramil 1426- 01/ Polut Sertu Mustari melaksanakan Komsos dan menSosialisasikan pemberlakuan pembatasan kegiatan Masyarakat (PpkM) Skala Mikro, di Kantor Camat Polut  lingk.  Palleko 2 Kel.  Palleko  kec. Polut    Takalar.  Senin (22/ 3/ 2021)",https: / / t. co/ 3Ykc9VqcaC,Taklar,
691,3/22/2021 4:58,1.37E+18,Kodim_Takalar,"Personel Koramil 1426- 07/ Ptl,  melaksanakan Operasi  pemberlakuan pembatasan kegiatan Masyarakat (PpkM) Skala dalam rangka mewujudkan Masyarakat produktif dan aman dari covid- 19 di wilayah,  di Toko Mart 77 Kel.  Kbalairang Kec.  Pattalassang    Takalar.  Senin (22/ 3/ 2021)",https: / / t. co/ PmuSZcE5m,Taklar,
692,3/22/2021 4:45,1.37E+18,DIKYASA POLRES NGAWI,"Dalam Rangka pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) ,  Satlantas polres Ngawi melaksanakan giat Sosialisasi dan pembagian Masker tentang pemberlakuan pembatasan Kegiatan Masyarakat (PpkM)",https: / / t. co/ quCLtvNpW,Ngawi,
700,3/22/2021 4:32,1.37E+18,Jaya Katwang,Pemerintah memperpanjang pelaksanaan pembatasan kegiatan Masyarakat (PpkM) berskla mikro.   pelaksanaan PpkM skala mikro efektif untuk menekan angka penularan kasus Covid- 19.  Skala (penularan) menurun namun belum cukup.  Pemerintah menghendaki positive rate serendah mungkin. ,https: / / t. co/ eRia12eafZ,,
701,3/22/2021 4:31,1.37E+18,Jaya Katwang,Pemerintah memperpanjang pelaksanaan pembatasan kegiatan Masyarakat (PpkM) berskla mikro.   pelaksanaan PpkM skala mikro efektif untuk menekan angka penularan kasus Covid- 19.  Skala (penularan) menurun namun belum cukup.  Pemerintah menghendaki positive rate serendah mungkin. ,https: / / t. co/ 1fP3wgHsYn,,
705,3/22/2021 4:30,1.37E+18,Kodim 0503/ J,"babinsa  Koramil 05/ Keon Jeruk,  melaksanakan pemberlakuan pembatasan Kegiatan Masyarakat ( PpkM) di PD Pasar Jaya Kedoya Utara Jl Kedoya Raya Rt 014 Rw 008 Kel.  Kedoya Utara,  Kec.  Keon Jeruk,  Jakarta barat. ",https: / / t. co/ 0YvkUwpEm,Jakarta barat,
706,3/22/2021 4:30,1.37E+18,HumasPolsekinjaibaratnews,"Telah dilaksanakananakan giat *PpkM (pemberlakuan pembatasan Kegiatan Masyarakat)* Mikro dalam rangka menekan dan mencegah penyebaran virus Covid 19,  dengan mengambil lokasi PpkM di Jl.  Letnan umar aki lk II Kel.  Sukaramai Kec.  injai barat. ",https: / / t. co/ 4VDT43fS2h,,
707,3/22/2021 4:14,1.37E+18,Radio Sonora Jakarta,"11. 10 Sat Lantas Jaktim gaung TNI,  Dishu dan Pol- PP melaksanakan giat Operasi penerapan pembatasan Kegiatan Masyarakat (PpkM) dan PS di Check Point Panasonic Jakarta Timur,  situasi berjalan kondusif.  ",https: / / t. co/ Qh8kdioXVy,jakarta Timur,
708,3/22/2021 4:13,1.37E+18,mikirdoeloe,Pemerintah memperpanjang pelaksanaan pembatasan kegiatan Masyarakat (PpkM) berskla mikro.   pelaksanaan PpkM skala mikro efektif untuk menekan angka penularan kasus Covid- 19.  Skala (penularan) menurun namun belum cukup.  Pemerintah menghendaki _positive rate_ serendah mungkin. ,https: / / t. co/ FVCqwLNEnm,,
709,3/22/2021 4:10,1.37E+18,TMC Polda Metro Jaya,"11. 50 Sat Lantas Jaktim gaung TNI,  Dishu dan Pol- PP melaksanakan giat Operasi penerapan pembatasan Kegiatan Kegiatan Masyarakat (PpkM) dan PS di Check Point Panasonic Jakarta Timur,  situasi berjalan kondusif. ",https: / / t. co/ lCkjC6lIeE,Jakarta Timur,
710,3/22/2021 4:03,1.37E+18,Pusat Informasi PC- PEN,Pemerintah memperpanjang dan memperluas cakupan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala mikro. ,https: / / t. co/ fjAymKax,,
711,3/22/2021 3:24,1.37E+18,PolsekMojosongo," Bhabinkamtibmas Bripka Sapto N,  SH lusukan Kamtimas Tempat Wisata Keun Raya Indrokilo,  Mojosongo budayakan 5M dalam aktifitasnya ditengah pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) berbasis Mikro. ",https: / / t. co/ 5xAac2ILyp,bantaeng,
712,3/22/2021 3:16,1.37E+18,Kodim bantaeng,"babinsa Koramil 1410- 02/ Eremberasa Kodim 1410/ bantaeng Serka Sapbaruddin melaksanakan pemberlakuan pembatasan pembatasan Kegiatan Masyarakat (PpkM) Mikro covid- 19,  Edukasi di Kantor Desa Ulugalung,  Kec.  Eremberasa,  Kabupaten bantaeng secara Persuasif serta Humanis.  Senin,  22/ 03/ 21. ",https: / / t. co/ A1uTnxMUuZ,bantaeng,
713,3/22/2021 3:16,1.37E+18,Polsek Terentang kubu Raya,"SUHERLAN,  N. P. d Pemilik Paud Kecamatan Terentang  Kabupaten kubu Raya.   memberi himbauan 5M  Dalam rangka pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) berbasis Mikro . ",https: / / t. co/ f0iayzGFee,kubu Raya,
714,3/22/2021 3:06,1.37E+18,Kodim bantaeng,"babinsa Koramil 1410- 01/ issappu Kodim 1410/ bantaeng Serma Muh.  Hbarun melaksanakan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro covid- 19,  Edukasi terhadap warga binaan di Kel. bontoRita, Kec. bissappu, Kabupaten bantaeng secara Persuasif beserta Humanis. Senin, 22/ 03.",https: / / t. co/ yEq9IdCih,bantaeng,
715,3/22/2021 3:03,1.37E+18,Hms Polsek pkuhaji,Operasi Yustisi pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) dan Penegakan Disiplin Protokol Kesehatan  Cegah Covid -  19 adalah *warga Masyarakat Kec.  pkuhaji yang tidak mematuhi protokol kesehatan pencegahan Covid- 19* tgl 22/ 3/ 21. ,https: / / t. co/ uQyg6p0k7,,
716,3/22/2021 2:59,1.37E+18,Polres Pekalongan Kota,"#AyoDukungPpkM Disiplin Cegah Covid dengan tetap terapkan 5M Memakai masker,  Mencuci tangan,  Menjaga Jarak,  Menghindari Kerumunan dan Mengurangi mobilitas pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro",https: / / t. co/ jSASqLrHK,Pekalongan,
717,3/22/2021 2:59,1.37E+18,Polres Pekalongan Kota,"#AyoDukungPpkM Disiplin Cegah Covid dengan tetap terapkan 5M Memakai masker,  Mencuci tangan,  Menjaga Jarak,  Menghindari Kerumunan dan Mengurangi mobilitas pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro",https: / / t. co/ Rai8waLgn,Pekalongan,
718,3/22/2021 2:58,1.37E+18,SF consulting,Pemerintah Perpanjang dan Perluas PpkM Mikro Hingga 5 April 2021  (Jakarta) Meningkatnya efektivitas pengendalian PpkM,https: / / t. co/ JKjqPhV8r,,
719,3/22/2021 2:54,1.37E+18,Kodim bantaeng,"babinsa Koramil 1410- 03/ Tompoulu Kodim 1410/ bantaeng Serka Junaidi melaksanakan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro covid- 19,  Edukasi di Pasar Lamocca,  Desa biangkeke,  Kec.  Pa, jukukang,  Kabupaten bantaeng secara Persuasif serta Humanis.  Senin,  22/ 03/ 21. ",https: / / t. co/ TjeEhvejmj,,
720,3/22/2021 1:25,1.37E+18,Polres Kukar,"KUKAR -  Polsek Tenggarong Seerang melaksanakananalan kegiatan Evaluasi atas pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) mikro tingkat Desa oleh pkP Prov.  Kaltim,  Minggu (21- 03- 2021). ",https: / / t. co/ fFJ9SZa4p3,,
721,3/22/2021 0:54,1.37E+18,kodimone,"babinsa Koramil 06/  Awangpone  Serda Samsu Alam dan unsur Tiga Pilar lainnya melaksanakan kunjungan sekaligus memantau Posko PpkM (pemberlakuan pembatasan Kegiatan Masyarakat) Mikro dalam rangka penanganan dan pencegahan Covid- 19 di Kantor Desa Mallari,  Kec.  Awangpone,     one. ",https: / / t. co/ aiFVXtDmoF,,
722,3/22/2021 0:23,1.37E+18,kodimone,"babinsa Koramil 1407- 16/ Salomekko Serda Nurdin  dan unsur Tiga Pilar lainnya melaksanakan kunjungan sekaligus memantau Posko PpkM (pemberlakuan pembatasan Kegiatan Masyarakat) Mikro dalam rangka penanganan dan pencegahan Covid- 19 di Kantor Desa Mallari,  Kec.  Awangpone,     one. ",https: / / t. co/ 5ac95EGn,Ka one,
723,3/21/2021 23:20,1.37E+18,Polsek Jatikalen,Operasi YUSTISI POLSEK JATIKALEN pemberlakuan pembatasan KEGIATAN Masyarakat (PpkM) MIKRO KEPADA WARGA ,https: / / t. co/ jDfCmh8ZUk,,
724,3/21/2021 22:53,1.37E+18,EgaWungkuk,Pendisiplinan Protokol Kesehatan Cegah penyebaran Covid- 19 di Wilayah Hukum Polsek Lemahwungkuk Polres cirebon Kota Dalam Rangka pemberlakuan pembatasan Kegiatan Masyarakat Skala Mikro.  ,https: / / t. co/ YAJMAe4OUs,,
725,3/21/2021 22:50,1.37E+18,EgaWungkuk,Giat Patroli KRYD Malam Antisipasi Gukamtimas dan C3 di Wilayah Hukum Polsek Lemahwungkuk Polres cirebon Kota Dalam Rangka pemberlakuan pembatasan Kegiatan Masyarakat Skala Mikro.  ,https: / / t. co/ 9FNmTXlZ8d,cirebon,
726,3/21/2021 22:50,1.37E+18,kodimone,"Koramil 1407 -  04/ Tellu Siattinge,  Serda nawawi,  babinsa Desa Otting melaksanakanOperasi yustisi Penanganan Covid- 19 dan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Skala Mikro",https: / / t. co/ 90HzxvaAq8,,
727,3/21/2021 17:36,1.37E+18,DIKYASA POLRES NGAWI,Satlantas polres Ngawi melaksanakan giat  himbauan Prokes Covid- 19   SE bupati Ngawi serta Sosialisasi tentang pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro,https: / / t. co/ 0p2PcXlamF,,
728,3/21/2021 17:36,1.37E+18,DIKYASA POLRES NGAWI,Satlantas polres Ngawi melaksanakan giat  himbauan Prokes Covid- 19   SE bupati Ngawi serta Sosialisasi tentang pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro,https: / / t. co/ WYQfE6KCet,,
731,3/21/2021 16:59,1.37E+18,HUMAS POLSEK KRAMATJATI,penerapan pembatasan KEGIATAN Masyarakat (PpkM) berbasis MIKRO DI WILAYAH HUKUM POLSEK KRAMATJATI JAKTIM ,https: / / t. co/ OAl4ZJ3hUN,jakarta Timur,
732,3/21/2021 16:50,1.37E+18,POLSEK PRACIMANTORO,Bhabinkamtibmas polsek pracimantoro Patroli pertokoaan dan sambang warga antisipasi gangguan kamtimas dan sampaikan  himbauan tentang pemberlakuan pembatasan kegiatan Masyarakat bersama cegah Covid - 19.  ,https: / / t. co/ EaLEN6xEa,,
733,3/21/2021 16:31,1.37E+18,erita KalTim,"PpkM Mikro di Jatim kembali Diperpanjang hingga 5 April,  Khofifah:  Efektif Tekan penyebaran Covid- 19:  pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro di Jatim kembali diperpanjang mulai 23 Maret sampai 5 April 2021. ",https: / / t. co/ uJTzvFif8C,Kalimantan Tengah,
734,3/21/2021 15:38,1.37E+18,Kelurahan Karet Kuningan,pelaksanaan giat Monitoring wilayah serta monitoring pemberlakuan pembatasan Kegiatan Masyarakat berbasis Mikro (PpkM) dan Operasi Terti Masker hari Minggu tanggal 21 Maret 2021,https: / / t. co/ km9EPJKgVa,Kunigan,
735,3/21/2021 13:54,1.37E+18,kodim0736atang,"berbagai upaya dilakukan babinsa Koramil 07/  bandar  bersama Bhabinkamtibmas Polsek  bandar,  untuk memutus matai rantai penularan Covid- 19,  serta mendukung pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala mikro di wilayahnya. ",https: / / t. co/ 58l7ZzCazO,,
736,3/21/2021 12:51,1.37E+18,ARIF LUQMAN NGAJI,"PpkM mikro jilid ke- 4 23 Maret s/ d 05 April 2021 .  Setelah dua tahap PpkM tunjukkan hasil positif,  pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala mikro Jatim diperpanjang lagi. ",https: / / t. co/ VDpgtnhZc,,
737,3/21/2021 12:44,1.37E+18,@koramilcolomadu,"COLOMADU-  Minggu, 21/ 03/ 2021,  Serma Suraji dan Serka Isk bandar Koramil 16/ Colomadu bersama Polsek dan Satpol PP PP Colomadu , Patroli Pendisplinan Protokol Kesehatan Covid 19,  pada pemberlakuan pembatasan kegiatan Masyarakat ( PpkM) skala Mikro di sepanjang jalan Adi Sumarmo  Colomadu",https: / / t. co/ NAUx9sUjgC,,
741,3/21/2021 12:35,1.37E+18,Polres Tulungagung,"Pendisiplinan Dalam Rangka penerapan PpkM Mikro,  Polsek Karangrejo dan Tim Gugus Tugas Covid- 19 melaksanakan pemberlakuan pembatasan Kegiatan Masyarakat Guna Menekan penyebaran Covid- 19 di    Tulungagung",https: / / t. co/ hmXthJTeC,Tulung Agung,
742,3/21/2021 12:34,1.37E+18,Polres Tulungagung,"Pendisiplinan Dalam Rangka penerapan PpkM Mikro,  Polsek Karangrejo dan Tim Gugus Tugas Covid- 19 melaksanakan pemberlakuan pembatasan Kegiatan Masyarakat Guna Menekan penyebaran Covid- 19 di    Tulungagung",https: / / t. co/ xqg9faIQqP,Tulung Agung,
744,3/21/2021 12:26,1.37E+18,spyder 🕷,"Pemerintah akan kembali memperpanjang pemberlakuan pembatasan Kegiatan Masyarakat berskla mikro (PpkM Mikro).  kali ini,  pembatasan akan diterapkan di 15 provinsi guna menekan laju penularan virus corona (Covid- 19). ",https: / / t. co/ FsfYsEtkm,,
745,3/21/2021 12:10,1.37E+18,satlantasrestaesmedan,Personil Sat Lantas Polrestaes Medan melaksanakan Penertian pemberlakuan pembatasan kegiatan Masyarakat (PpkM) di pasar palapa rayan. ,https: / / t. co/ VSFX5ftmTX,,
746,3/21/2021 11:38,1.37E+18,Dinan Akmal,Ayo dukung !  Pemerintah kembali memperpanjang pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala mikro. ,https: / / t. co/ h0wcI9nMuS,,
747,3/21/2021 11:20,1.37E+18,TMC Polda Metro Jaya,"17. 30 Sat Lantas Jaktim gaung TNI,  Dishu,  Pol- PP melaksanakan giat Operasi pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) dan PS di Check Point Lampiri,  menghimbau kpd Masyarakat agar mematuhi protokol kesehatan. ",https: / / t. co/ RDrih7appA,Jakarta Timur,
748,3/21/2021 8:04,1.37E+18,ThukMhes,Pemerintah memperpanjang pemberlakuan pembatasan kegiatan Masyarakat atau PpkM mikro pada 23 Maret hingga 5 April 2021,https: / / t. co/ Rqz0me2DRh,,
749,3/21/2021 8:03,1.37E+18,ThukMhes,Pemerintah memperpanjang pemberlakuan pembatasan kegiatan Masyarakat atau PpkM mikro pada 23 Maret hingga 5 April 2022,https: / / t. co/ kQRFdRsYQV,,
750,3/21/2021 8:01,1.37E+18,Nirmala,RT @tjhinfar:  Mendagri Tito Karnavian meminta kepada 15 daerah mempersiapkan pelaksanaan pemberlakuan pembatasan kegiatan Masyarakat (PpkM) mikro jilid 4 yang diterapkan pada 23 Maret hingga 5 April 2021,https: / / t. co/ 5T4tHaKEJc,,
751,3/21/2021 8:00,1.37E+18,hinneka Tunggal Ika 1st,Pemerintah kembali memperpjg masa pemberlakuan kegiatan Masyarakat (PpkM) mikro jilid 4 yang diterapkan pada 23 Maret hingga 5 April 2021,https: / / t. co/ KXSixNYGv6,,
752,3/21/2021 8:00,1.37E+18,hinneka Tunggal Ika 1st,Mendagri Tito Karnavian meminta kepada 15 daerah mempersiapkan pelaksanaan pemberlakuan pembatasan kegiatan Masyarakat (PpkM) mikro jilid 4 yang diterapkan pada 23 Maret hingga 5 April 2021,https: / / t. co/ DJMcNVuVPW,,
753,3/21/2021 8:00,1.37E+18,Chacha,pemberlakuan pembatasan kegiatan Masyarakat (PpkM) mikro diperpanjang hingga April  pk tito minta 15 provinsi ,https: / / t. co/ 9CzNjipX4k,,
754,3/21/2021 7:57,1.37E+18,Kodim 0725/ Sragen,"Piket Koramil 16/ Miri Sertu Mukmin bersama anggota Polsek Miri melaksanakan Pemantauan tempat keramaian  guna guna mengantisipasi penularan Covid 19 dan pemberlakuan pembatasan Kegiatan Masyarakat di wilayah Kecamatan Miri,    Sragen. ",https: / / t. co/ 00jXPoelzm,sragen,jawa tengah
755,3/21/2021 7:18,1.37E+18,Stay Positive Stay Healthy,Pemerintah mengumumkan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro diperpanjang dari23 Maret sampai 5 April 2021.  ,https: / / t. co/ tDVPuvt9Kt,,
756,3/21/2021 7:14,1.37E+18,koramil01purworejo,PURWOREJO-  Sertu Giono babinsa Koramil 01 Purworejo Kodim 0708/ PWR terjun langsung ke lapangan untuk melakukan kegiatan PpkM,https: / / t. co/ zURPOfSlYm,,
757,3/21/2021 6:47,1.37E+18,Henry Praoe,Ayo kita dukung Sumatera Utara menerapkan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) MikroPemantauan utamanya di lakukan di wilayah binaannya,https: / / t. co/ MgdQm36lve,Purwerojo,
758,3/21/2021 6:35,1.37E+18,Henry Praoe,Ayo kita dukung Sumatera Utara menerapkan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) MikroPemantauan utamanya di lakukan di wilayah binaannya,https: / / t. co/ YtuXNLSI3,Purwerojo,
759,3/21/2021 6:17,1.37E+18,dubalimajuli,"RT @TMCPoldaMetro:  11. 41 Dit Lantas PMJ gaung TNI,  Dishu,  dan Pol- PP melaksanakan Operasi penerapan pembatasan Kegiatan Masyarakat (PpkM)",https: / / t. co/ VhOwSzDLJt,,
760,3/21/2021 6:02,1.37E+18,kodimone,"babinsa Desa Lemo,  Koramil 1407- 18/ Kajuara,  Serda Muhlis dn unsur Tiga Pilar lainnya melaksanakan kunjungan sekaligus mendirikan Posko PpkM (pemberlakuan pembatasan Kegiatan Masyarakat) Mikro dlm rangka penanganan dan pencegahan Covid- 19 di Kantor Ds Lemo,  Kec Kajuara,    one. ",https: / / t. co/ XsrkyjQ5D5,Ka one,
761,3/21/2021 5:47,1.37E+18,HumasPolsekinjaibaratnews,"Kapolda Sumut IRJEN POL RZ PANCA PUTRA SIMANJUNTAK,  memperketat penerapan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala Mikro di 6 Wilayah dan Kabupaten yang ada di Sumut.  Langkah itu disampaikannya untuk memutus mata rantai penyebaran Covid- 19 di Sumatera Utara. ",https: / / t. co/ Rz589OjXML,Sumatra Utara,
762,3/21/2021 5:39,1.37E+18,KORAMIL DEPOK SLEMAN,"Sleman   pemberlakuan pembatasan Kegiatan Masyarakat berbasiskan Mikro (PpkM Mikro) di Kabupaten Sleman,  penegakkan disiplin protokol kesehatan dalam rangka penanganan Covid- 19 dibeberapa wilayah jajaran Kodim 0732/ Sleman. Satu Malam (21/ 03/ 2021). ",https: / / t. co/ 1dg7uaCE6,,
763,3/21/2021 5:16,1.37E+18,Humas Polsek pkl.  Susu,"Perketat PpkM Mikro,     memperketat penerapan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala Mikro di 6 Wilayah dan Kabupaten yang ada di Sumatera Utara. ",https: / / t. co/ VYsrF9KyuG,Sumatra Utara,
764,3/21/2021 4:59,1.37E+18,Radio Elshinta,"11. 59:  RT @TMCPoldaMetro :  Dit Lantas PMJ gaung TNI,  Dishu,  dan Pol- PP melaksanakan Operasi penerapan pembatasan Kegiatan Masyarakat (PpkM) dan PS di Check Point Elang ondol,  memberikan himbauan kpd Masyarakat agar tetap patuh pada protokol kesehatan. ",https: / / t. co/ xu8PumDS3g,,
765,3/21/2021 4:53,1.37E+18,Koramil 07/ Ngemplak,"Kodim Sleman Dan aparat Gabungan Tegakkan Prokes  Sleman   Sesuai dengan Instruksi bupati Sleman No 4 Tahun 2021 tentang pemberlakuan pembatasan Kegiatan Masyarakat berbasiskan Mikro (PpkM Mikro) di Kabupaten Sleman,  Pemka Sleman terus gelar pelaksanaan penegakkan disiplin Prokes. ",https: / / t. co/ LSsSQ4SEq4,,
766,3/21/2021 4:18,1.37E+18,Kodim_Takalar,Polsel _  Serma Ariyanto  babinsa Kel.  ulukunyi Koramil 1426- 02/ Polsel  melaksanakan Peng himbauan dalam rangka pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Skala Mikro disalah satu rumah warga lingk.  Ujung ori Kel.  ulukunyi Kec.  Polsel    Takalar.  Minggu (21/ 3/ 2021),https: / / t. co/ E7d3nj1RCr,Taklar,
767,3/21/2021 4:14,1.37E+18,Humas Polsek injai,"Kapolda Sumut IRJEN POL RZ PANCA PUTRA SIMANJUNTAK,  memperketat penerapan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala Mikro di 6 Wilayah dan Kabupaten yang ada di Sumatera Utara. ",https: / / t. co/ v9emIHQ7r6,Sumatra Utara,
768,3/21/2021 4:02,1.37E+18,Humas Polres Tanah Karo,melaksanakan penerapan pembatasan Kegiatan Masyarakat (PpkM) berbasis Mikro terhadap warga di Dusun 3 Desa Rumah berstrategi,https: / / t. co/ FrjfmZHhuv,,
769,3/21/2021 3:55,1.37E+18,Humas Polsek awang,"Patroli dialogis dengan warga Masyarakat memberikan Sosialisasi pemberlakuan pembatasan Kegiatan Masyarakat (PpkM),  gar protokol kesehatan tetap dilaksanakananakan Guna cegah penyebaran Virus Covid 19 dan antisipasi gangguan kamtimas curat,  curas,  curanmor", https: / / t. co/ 1tceccl0aM,,
770,3/21/2021 3:52,1.37E+18,Kodim_Takalar,"Mapsu _  Sertu Herman (babinsa Kel.  Takalar) melaksanakan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Skala Mikro,  dalam mewujudkan Masyarakat produktif dan aman dari Covid- 19 di  Dermaga Tradisional Takalar  Kel.  Takalar Kec.  Mapsu    Takalar.  Minggu (21/ 3/ 2021)",https: / / t. co/ pofegopc3k,Taklar,
771,3/21/2021 3:47,1.37E+18,Kodim_Takalar,Galesong _ Sertu Adul Salam (babinsa Desa Palalakkang Koramil 1426- 04/ Galsel) bersama 3 orang anggota  melaksanakan pemberlakuan pembatasan kegiatan Masyarakat (PpkM) Skala Mikro di Pasar Takari Galesong Desa Galesong Kota Kec.  Galesong    Takalar.  Minggu (21/ 3/ 2021),https: / / t. co/ EGQpHqhXii,Taklar,
772,3/21/2021 3:30,1.37E+18,Humas Polres Tanah Karo,"Ayo Mitra Humas,  Dukung Sumatera Utara menerapkan pemberlakuan pembatasan Kegiatan Masyarakat ( PpkM ) Mikro agar Pandemi Covid19 segera berlalu. ",https: / / t. co/ eQCHgJQMiS,,
773,3/21/2021 3:29,1.37E+18,Zona Mahasiswa,Pemerintah kini resmi memperpanjang pemberlakuan pembatasan kegiatan Masyarakat atau PpkM mikro hingga 5 April. ,https: / / t. co/ aRMuvSp1QG,,
774,3/21/2021 3:11,1.37E+18,Kodim Karanganyar,"KARANGANYAR -  Minggu 21 Maret 2021,  Serma Suraji  dan Serka Isk bandar Koramil 16/ Colomadu peserta Polsek Satpol PP Colomadu melaksanakan Patroli Pendisplinan Protokol Kesehatan Covid 19,  pada masa pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala Mikro    Karanganyar. ",https: / / t. co/ 2KuFpIiFn1,Karang Anyar,
775,3/21/2021 3:11,1.37E+18,Kodim Karanganyar,"KARANGANYAR -  Minggu 21 Maret 2021,  Serma Suraji  dan Serka Isk bandar Koramil 16/ Colomadu peserta Polsek Satpol PP Colomadu melaksanakan Patroli Pendisplinan Protokol Kesehatan Covid 19,  pada masa pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) skala Mikro    Karanganyar. ",https: / / t. co/ KNANoIO32,Karang Anyar,
778,3/21/2021 2:54,1.37E+18,Polsek alata,"Ayo Kita Dukung Sumatera Utara Menerapkan pemberlakuan pembatasan Kegiatan Masyarakat (PpkM) Mikro,  Mari Kita Terapkan 5M Agar Covid 19 Cepat berlalu",https: / / t. co/ Av1uppwLU,,
779,3/21/2021 2:49,1.37E+18,koramil pramanan sleman,"Sleman   Sesuai dengan Instruksi bupati Sleman No 4 Tahun 2021 tentang pemberlakuan pembatasan Kegiatan Masyarakat berbasiskan Mikro (PpkM Mikro) di Kabupaten Sleman,  Pemka Sleman terus menggelar pelaksanaan penegakkan disiplin protokol kesehatan dalam rangka penanganan Covid- 19",https: / / t. co/ DQyx4fp1RW,,
